Case ID,Date,Country Code,New Cases,Cumulative Cases,New Deaths,Cumulative Deaths
AF13,2020-03-29,AF,67.0,91.0,2.0,2.0
AF14,2020-04-05,AF,183.0,274.0,3.0,5.0
AF15,2020-04-12,AF,247.0,521.0,10.0,15.0
AF16,2020-04-19,AF,387.0,908.0,15.0,30.0
AF17,2020-04-26,AF,422.0,1330.0,13.0,43.0
AF18,2020-05-03,AF,841.0,2171.0,21.0,64.0
AF19,2020-05-10,AF,1392.0,3563.0,41.0,105.0
AF20,2020-05-17,AF,2490.0,6053.0,48.0,153.0
AF21,2020-05-24,AF,3813.0,9866.0,58.0,211.0
AF22,2020-05-31,AF,4577.0,14443.0,37.0,248.0
AF23,2020-06-07,AF,5108.0,19551.0,79.0,327.0
AF24,2020-06-14,AF,4551.0,24102.0,124.0,451.0
AF25,2020-06-21,AF,4195.0,28297.0,97.0,548.0
AF26,2020-06-28,AF,2319.0,30616.0,155.0,703.0
AF27,2020-07-05,AF,2056.0,32672.0,123.0,826.0
AF28,2020-07-12,AF,1679.0,34351.0,149.0,975.0
AF29,2020-07-19,AF,938.0,35289.0,172.0,1147.0
AF30,2020-07-26,AF,747.0,36036.0,99.0,1246.0
AF31,2020-08-02,AF,674.0,36710.0,37.0,1283.0
AF32,2020-08-09,AF,305.0,37015.0,24.0,1307.0
AF33,2020-08-16,AF,536.0,37551.0,63.0,1370.0
AF34,2020-08-23,AF,343.0,37894.0,15.0,1385.0
AF35,2020-08-30,AF,249.0,38143.0,17.0,1402.0
AF36,2020-09-06,AF,161.0,38304.0,7.0,1409.0
AF37,2020-09-13,AF,337.0,38641.0,11.0,1420.0
AF38,2020-09-20,AF,278.0,38919.0,17.0,1437.0
AF39,2020-09-27,AF,273.0,39192.0,16.0,1453.0
AF40,2020-10-04,AF,105.0,39297.0,9.0,1462.0
AF41,2020-10-11,AF,406.0,39703.0,11.0,1473.0
AF42,2020-10-18,AF,438.0,40141.0,15.0,1488.0
AF43,2020-10-25,AF,627.0,40768.0,23.0,1511.0
AF44,2020-11-01,AF,657.0,41425.0,25.0,1536.0
AF45,2020-11-08,AF,608.0,42033.0,20.0,1556.0
AF46,2020-11-15,AF,1002.0,43035.0,49.0,1605.0
AF47,2020-11-22,AF,1468.0,44503.0,70.0,1675.0
AF48,2020-11-29,AF,1463.0,45966.0,77.0,1752.0
AF49,2020-12-06,AF,1675.0,47641.0,113.0,1865.0
AF50,2020-12-13,AF,1311.0,48952.0,95.0,1960.0
AF51,2020-12-20,AF,1584.0,50536.0,94.0,2054.0
AF52,2020-12-27,AF,1312.0,51848.0,104.0,2158.0
AF53,2021-01-03,AF,861.0,52709.0,63.0,2221.0
AF54,2021-01-10,AF,780.0,53489.0,56.0,2277.0
AF55,2021-01-17,AF,495.0,53984.0,62.0,2339.0
AF56,2021-01-24,AF,611.0,54595.0,39.0,2378.0
AF57,2021-01-31,AF,428.0,55023.0,22.0,2400.0
AF58,2021-02-07,AF,312.0,55335.0,10.0,2410.0
AF59,2021-02-14,AF,157.0,55492.0,17.0,2427.0
AF60,2021-02-21,AF,112.0,55604.0,5.0,2432.0
AF61,2021-02-28,AF,110.0,55714.0,11.0,2443.0
AF62,2021-03-07,AF,133.0,55847.0,6.0,2449.0
AF63,2021-03-14,AF,138.0,55985.0,8.0,2457.0
AF64,2021-03-21,AF,118.0,56103.0,6.0,2463.0
AF65,2021-03-28,AF,191.0,56294.0,7.0,2470.0
AF66,2021-04-04,AF,382.0,56676.0,27.0,2497.0
AF67,2021-04-11,AF,484.0,57160.0,24.0,2521.0
AF68,2021-04-18,AF,633.0,57793.0,18.0,2539.0
AF69,2021-04-25,AF,1050.0,58843.0,43.0,2582.0
AF70,2021-05-02,AF,1279.0,60122.0,55.0,2637.0
AF71,2021-05-09,AF,1720.0,61842.0,49.0,2686.0
AF72,2021-05-16,AF,1642.0,63484.0,56.0,2742.0
AF73,2021-05-23,AF,2244.0,65728.0,60.0,2802.0
AF74,2021-05-30,AF,5033.0,70761.0,117.0,2919.0
AF75,2021-06-06,AF,8463.0,79224.0,226.0,3145.0
AF76,2021-06-13,AF,10637.0,89861.0,382.0,3527.0
AF77,2021-06-20,AF,12045.0,101906.0,595.0,4122.0
AF78,2021-06-27,AF,12314.0,114220.0,528.0,4650.0
AF79,2021-07-04,AF,10528.0,124748.0,549.0,5199.0
AF80,2021-07-11,AF,8830.0,133578.0,525.0,5724.0
AF81,2021-07-18,AF,7024.0,140602.0,423.0,6147.0
AF82,2021-07-25,AF,3269.0,143871.0,278.0,6425.0
AF83,2021-08-01,AF,3630.0,147501.0,312.0,6737.0
AF84,2021-08-08,AF,2957.0,150458.0,171.0,6908.0
AF85,2021-08-15,AF,1575.0,152033.0,113.0,7021.0
AF86,2021-08-22,AF,478.0,152511.0,49.0,7070.0
AF87,2021-08-29,AF,522.0,153033.0,39.0,7109.0
AF88,2021-09-05,AF,390.0,153423.0,23.0,7132.0
AF89,2021-09-12,AF,567.0,153990.0,35.0,7167.0
AF90,2021-09-19,AF,549.0,154539.0,32.0,7199.0
AF92,2021-10-03,AF,242.0,155141.0,13.0,7212.0
AF93,2021-10-10,AF,203.0,155344.0,9.0,7221.0
AF94,2021-10-17,AF,273.0,155617.0,17.0,7238.0
AF95,2021-10-24,AF,201.0,155818.0,15.0,7253.0
AF96,2021-10-31,AF,270.0,156088.0,19.0,7272.0
AF97,2021-11-07,AF,187.0,156275.0,12.0,7284.0
AF98,2021-11-14,AF,237.0,156512.0,8.0,7292.0
AF99,2021-11-21,AF,352.0,156864.0,9.0,7301.0
AF100,2021-11-28,AF,326.0,157190.0,7.0,7308.0
AF101,2021-12-05,AF,241.0,157431.0,4.0,7312.0
AF102,2021-12-12,AF,180.0,157611.0,13.0,7325.0
AF103,2021-12-19,AF,134.0,157745.0,8.0,7333.0
AF104,2021-12-26,AF,157.0,157902.0,19.0,7352.0
AF105,2022-01-02,AF,210.0,158112.0,4.0,7356.0
AF106,2022-01-09,AF,233.0,158345.0,13.0,7369.0
AF107,2022-01-16,AF,333.0,158678.0,9.0,7378.0
AF108,2022-01-23,AF,870.0,159548.0,12.0,7390.0
AF109,2022-01-30,AF,2118.0,161666.0,17.0,7407.0
AF110,2022-02-06,AF,4046.0,165712.0,18.0,7425.0
AF111,2022-02-13,AF,4440.0,170152.0,63.0,7488.0
AF112,2022-02-20,AF,1778.0,171930.0,46.0,7534.0
AF113,2022-02-27,AF,1250.0,173180.0,54.0,7588.0
AF114,2022-03-06,AF,1167.0,174347.0,34.0,7622.0
AF115,2022-03-13,AF,1715.0,176062.0,20.0,7642.0
AF116,2022-03-20,AF,977.0,177039.0,10.0,7652.0
AF117,2022-03-27,AF,435.0,177474.0,8.0,7660.0
AF118,2022-04-03,AF,331.0,177805.0,11.0,7671.0
AF119,2022-04-10,AF,285.0,178090.0,4.0,7675.0
AF120,2022-04-17,AF,297.0,178387.0,1.0,7676.0
AF121,2022-04-24,AF,261.0,178648.0,5.0,7681.0
AF122,2022-05-01,AF,231.0,178879.0,2.0,7683.0
AF123,2022-05-08,AF,44.0,178923.0,1.0,7684.0
AF124,2022-05-15,AF,320.0,179243.0,6.0,7690.0
AF125,2022-05-22,AF,431.0,179674.0,7.0,7697.0
AF126,2022-05-29,AF,449.0,180123.0,4.0,7701.0
AF127,2022-06-05,AF,495.0,180618.0,8.0,7709.0
AF129,2022-06-19,AF,541.0,181574.0,4.0,7713.0
AF130,2022-06-26,AF,498.0,182072.0,4.0,7717.0
AF131,2022-07-03,AF,571.0,182643.0,7.0,7724.0
AF132,2022-07-10,AF,576.0,183219.0,3.0,7727.0
AF133,2022-07-17,AF,231.0,183450.0,3.0,7730.0
AF134,2022-07-24,AF,1024.0,184474.0,8.0,7738.0
AF135,2022-07-31,AF,1106.0,185580.0,9.0,7747.0
AF136,2022-08-07,AF,1466.0,187046.0,5.0,7752.0
AF137,2022-08-14,AF,1785.0,188831.0,6.0,7758.0
AF138,2022-08-21,AF,1604.0,190435.0,1.0,7759.0
AF139,2022-08-28,AF,1773.0,192208.0,15.0,7774.0
AF140,2022-09-04,AF,1679.0,193887.0,6.0,7780.0
AF141,2022-09-11,AF,1760.0,195647.0,7.0,7787.0
AF142,2022-09-18,AF,1435.0,197082.0,7.0,7794.0
AF143,2022-09-25,AF,1201.0,198283.0,2.0,7796.0
AF144,2022-10-02,AF,989.0,199272.0,3.0,7799.0
AF145,2022-10-09,AF,927.0,200199.0,5.0,7804.0
AF146,2022-10-16,AF,897.0,201096.0,7.0,7811.0
AF147,2022-10-23,AF,933.0,202029.0,7.0,7818.0
AF148,2022-10-30,AF,805.0,202834.0,3.0,7821.0
AF149,2022-11-06,AF,784.0,203618.0,5.0,7826.0
AF150,2022-11-13,AF,813.0,204431.0,3.0,7829.0
AF151,2022-11-20,AF,581.0,205012.0,2.0,7831.0
AF152,2022-11-27,AF,584.0,205596.0,2.0,7833.0
AF153,2022-12-04,AF,568.0,206164.0,1.0,7834.0
AF154,2022-12-11,AF,381.0,206545.0,5.0,7839.0
AF155,2022-12-18,AF,441.0,206986.0,5.0,7844.0
AF156,2022-12-25,AF,336.0,207322.0,1.0,7845.0
AF157,2023-01-01,AF,257.0,207579.0,4.0,7849.0
AF158,2023-01-08,AF,201.0,207780.0,2.0,7851.0
AF159,2023-01-15,AF,173.0,207953.0,4.0,7855.0
AF160,2023-01-22,AF,144.0,208097.0,5.0,7860.0
AF161,2023-01-29,AF,323.0,208420.0,6.0,7866.0
AF162,2023-02-05,AF,272.0,208692.0,8.0,7874.0
AF163,2023-02-12,AF,164.0,208856.0,3.0,7877.0
AF165,2023-02-26,AF,165.0,209251.0,1.0,7878.0
AF166,2023-03-05,AF,118.0,209369.0,1.0,7879.0
AF167,2023-03-12,AF,141.0,209510.0,1.0,7880.0
AF168,2023-03-19,AF,239.0,209749.0,1.0,7881.0
AF169,2023-03-26,AF,331.0,210080.0,1.0,7882.0
AF170,2023-04-02,AF,548.0,210628.0,1.0,7883.0
AF171,2023-04-09,AF,884.0,211512.0,1.0,7884.0
AF172,2023-04-16,AF,1100.0,212612.0,1.0,7885.0
AF173,2023-04-23,AF,1458.0,214070.0,2.0,7887.0
AF174,2023-04-30,AF,810.0,214880.0,5.0,7892.0
AF175,2023-05-07,AF,1876.0,216756.0,5.0,7897.0
AF176,2023-05-14,AF,1983.0,218739.0,11.0,7908.0
AF177,2023-05-21,AF,1428.0,220167.0,5.0,7913.0
AF178,2023-05-28,AF,1050.0,221217.0,2.0,7915.0
AF179,2023-06-04,AF,778.0,221995.0,4.0,7919.0
AF180,2023-06-11,AF,531.0,222526.0,1.0,7920.0
AF181,2023-06-18,AF,433.0,222959.0,2.0,7922.0
AF182,2023-06-25,AF,197.0,223156.0,6.0,7928.0
AF184,2023-07-09,AF,326.0,223606.0,3.0,7931.0
AF185,2023-07-16,AF,179.0,223785.0,1.0,7932.0
AF186,2023-07-23,AF,245.0,224030.0,2.0,7934.0
AF187,2023-07-30,AF,194.0,224224.0,1.0,7935.0
AF188,2023-08-06,AF,195.0,224419.0,3.0,7938.0
AF189,2023-08-13,AF,242.0,224661.0,2.0,7940.0
AF190,2023-08-20,AF,209.0,224870.0,2.0,7942.0
AF192,2023-09-03,AF,277.0,225376.0,2.0,7944.0
AF193,2023-09-10,AF,216.0,225592.0,2.0,7946.0
AF195,2023-09-24,AF,207.0,225999.0,1.0,7947.0
AF196,2023-10-01,AF,248.0,226247.0,3.0,7950.0
AF197,2023-10-08,AF,309.0,226556.0,1.0,7951.0
AF198,2023-10-15,AF,307.0,226863.0,1.0,7952.0
AF200,2023-10-29,AF,383.0,227539.0,1.0,7953.0
AF201,2023-11-05,AF,353.0,227892.0,3.0,7956.0
AF202,2023-11-12,AF,371.0,228263.0,4.0,7960.0
AF203,2023-11-19,AF,432.0,228695.0,1.0,7961.0
AF204,2023-11-26,AF,280.0,228975.0,2.0,7963.0
AF205,2023-12-03,AF,288.0,229263.0,2.0,7965.0
AF208,2023-12-24,AF,372.0,230075.0,5.0,7970.0
AF209,2023-12-31,AF,300.0,230375.0,3.0,7973.0
AF211,2024-01-14,AF,213.0,230855.0,2.0,7975.0
AF212,2024-01-21,AF,197.0,231052.0,1.0,7976.0
AF213,2024-01-28,AF,258.0,231310.0,5.0,7981.0
AF215,2024-02-11,AF,235.0,231756.0,1.0,7982.0
AF216,2024-02-18,AF,240.0,231996.0,1.0,7983.0
AF218,2024-03-03,AF,278.0,232499.0,5.0,7988.0
AF219,2024-03-10,AF,163.0,232662.0,3.0,7991.0
AF221,2024-03-24,AF,197.0,233118.0,2.0,7993.0
AF222,2024-03-31,AF,222.0,233340.0,3.0,7996.0
AF226,2024-04-28,AF,352.0,234576.0,1.0,7997.0
AF227,2024-05-05,AF,638.0,235214.0,1.0,7998.0
AL255,2020-03-15,AL,33.0,33.0,1.0,1.0
AL256,2020-03-22,AL,37.0,70.0,1.0,2.0
AL257,2020-03-29,AL,116.0,186.0,6.0,8.0
AL258,2020-04-05,AL,118.0,304.0,9.0,17.0
AL259,2020-04-12,AL,112.0,416.0,6.0,23.0
AL260,2020-04-19,AL,123.0,539.0,3.0,26.0
AL261,2020-04-26,AL,139.0,678.0,1.0,27.0
AL262,2020-05-03,AL,104.0,782.0,4.0,31.0
AL266,2020-05-31,AL,118.0,1099.0,2.0,33.0
AL268,2020-06-14,AL,204.0,1416.0,3.0,36.0
AL269,2020-06-21,AL,422.0,1838.0,6.0,42.0
AL270,2020-06-28,AL,431.0,2269.0,9.0,51.0
AL271,2020-07-05,AL,483.0,2752.0,21.0,72.0
AL272,2020-07-12,AL,526.0,3278.0,13.0,85.0
AL273,2020-07-19,AL,628.0,3906.0,22.0,107.0
AL274,2020-07-26,AL,664.0,4570.0,21.0,128.0
AL275,2020-08-02,AL,706.0,5276.0,29.0,157.0
AL276,2020-08-09,AL,875.0,6151.0,32.0,189.0
AL277,2020-08-16,AL,966.0,7117.0,30.0,219.0
AL278,2020-08-23,AL,1002.0,8119.0,21.0,240.0
AL279,2020-08-30,AL,1076.0,9195.0,31.0,271.0
AL280,2020-09-06,AL,772.0,9967.0,35.0,306.0
AL281,2020-09-13,AL,1054.0,11021.0,21.0,327.0
AL282,2020-09-20,AL,1052.0,12073.0,26.0,353.0
AL283,2020-09-27,AL,972.0,13045.0,20.0,373.0
AL284,2020-10-04,AL,920.0,13965.0,16.0,389.0
AL285,2020-10-11,AL,1101.0,15066.0,24.0,413.0
AL286,2020-10-18,AL,1435.0,16501.0,30.0,443.0
AL287,2020-10-25,AL,2055.0,18556.0,26.0,469.0
AL288,2020-11-01,AL,2078.0,20634.0,33.0,502.0
AL289,2020-11-08,AL,2576.0,23210.0,47.0,549.0
AL290,2020-11-15,AL,3491.0,26701.0,56.0,605.0
AL291,2020-11-22,AL,4758.0,31459.0,67.0,672.0
AL292,2020-11-29,AL,4786.0,36245.0,99.0,771.0
AL293,2020-12-06,AL,5057.0,41302.0,99.0,870.0
AL294,2020-12-13,AL,5561.0,46863.0,107.0,977.0
AL295,2020-12-20,AL,5141.0,52004.0,89.0,1066.0
AL296,2020-12-27,AL,3376.0,55380.0,68.0,1134.0
AL297,2021-01-03,AL,3343.0,58723.0,52.0,1186.0
AL298,2021-01-10,AL,3655.0,62378.0,44.0,1230.0
AL299,2021-01-17,AL,4257.0,66635.0,35.0,1265.0
AL300,2021-01-24,AL,4020.0,70655.0,38.0,1303.0
AL301,2021-01-31,AL,5695.0,76350.0,55.0,1358.0
AL302,2021-02-07,AL,6732.0,83082.0,75.0,1433.0
AL303,2021-02-14,AL,7753.0,90835.0,98.0,1531.0
AL304,2021-02-21,AL,7074.0,97909.0,105.0,1636.0
AL305,2021-02-28,AL,7320.0,105229.0,120.0,1756.0
AL306,2021-03-07,AL,6072.0,111301.0,141.0,1897.0
AL307,2021-03-14,AL,4822.0,116123.0,121.0,2018.0
AL308,2021-03-21,AL,3899.0,120022.0,104.0,2122.0
AL309,2021-03-28,AL,3194.0,123216.0,70.0,2192.0
AL310,2021-04-04,AL,2626.0,125842.0,55.0,2247.0
AL311,2021-04-11,AL,1953.0,127795.0,57.0,2304.0
AL312,2021-04-18,AL,1512.0,129307.0,33.0,2337.0
AL313,2021-04-25,AL,963.0,130270.0,30.0,2367.0
AL314,2021-05-02,AL,815.0,131085.0,27.0,2394.0
AL315,2021-05-09,AL,492.0,131577.0,14.0,2408.0
AL316,2021-05-16,AL,362.0,131939.0,19.0,2427.0
AL317,2021-05-23,AL,214.0,132153.0,14.0,2441.0
AL318,2021-05-30,AL,132.0,132285.0,7.0,2448.0
AL319,2021-06-06,AL,87.0,132372.0,3.0,2451.0
AL320,2021-06-13,AL,65.0,132437.0,2.0,2453.0
AL321,2021-06-20,AL,47.0,132484.0,1.0,2454.0
AL322,2021-06-27,AL,22.0,132506.0,1.0,2455.0
AL323,2021-07-04,AL,20.0,132526.0,1.0,2456.0
AL327,2021-08-01,AL,208.0,133036.0,1.0,2457.0
AL328,2021-08-08,AL,555.0,133591.0,1.0,2458.0
AL329,2021-08-15,AL,1549.0,135140.0,3.0,2461.0
AL330,2021-08-22,AL,2992.0,138132.0,14.0,2475.0
AL331,2021-08-29,AL,5042.0,143174.0,12.0,2487.0
AL332,2021-09-05,AL,5943.0,149117.0,21.0,2508.0
AL333,2021-09-12,AL,6176.0,155293.0,27.0,2535.0
AL334,2021-09-19,AL,6031.0,161324.0,34.0,2569.0
AL335,2021-09-26,AL,5366.0,166690.0,50.0,2619.0
AL336,2021-10-03,AL,4088.0,170778.0,86.0,2705.0
AL337,2021-10-10,AL,3390.0,174168.0,48.0,2753.0
AL338,2021-10-17,AL,2940.0,177108.0,54.0,2807.0
AL339,2021-10-24,AL,3515.0,180623.0,56.0,2863.0
AL340,2021-10-31,AL,3717.0,184340.0,46.0,2909.0
AL341,2021-11-07,AL,3654.0,187994.0,39.0,2948.0
AL342,2021-11-14,AL,4019.0,192013.0,35.0,2983.0
AL343,2021-11-21,AL,3510.0,195523.0,46.0,3029.0
AL344,2021-11-28,AL,3209.0,198732.0,48.0,3077.0
AL345,2021-12-05,AL,2313.0,201045.0,31.0,3108.0
AL346,2021-12-12,AL,2170.0,203215.0,22.0,3130.0
AL347,2021-12-19,AL,2009.0,205224.0,28.0,3158.0
AL348,2021-12-26,AL,1997.0,207221.0,29.0,3187.0
AL349,2022-01-02,AL,3003.0,210224.0,30.0,3217.0
AL350,2022-01-09,AL,6462.0,216686.0,16.0,3233.0
AL351,2022-01-16,AL,12091.0,228777.0,29.0,3262.0
AL352,2022-01-23,AL,15405.0,244182.0,30.0,3292.0
AL353,2022-01-30,AL,11559.0,255741.0,42.0,3334.0
AL354,2022-02-06,AL,7431.0,263172.0,37.0,3371.0
AL355,2022-02-13,AL,4379.0,267551.0,36.0,3407.0
AL356,2022-02-20,AL,2353.0,269904.0,26.0,3433.0
AL357,2022-02-27,AL,1410.0,271314.0,27.0,3460.0
AL358,2022-03-06,AL,716.0,272030.0,18.0,3478.0
AL359,2022-03-13,AL,522.0,272552.0,7.0,3485.0
AL360,2022-03-20,AL,409.0,272961.0,2.0,3487.0
AL361,2022-03-27,AL,357.0,273318.0,3.0,3490.0
AL362,2022-04-03,AL,441.0,273759.0,2.0,3492.0
AL364,2022-04-17,AL,268.0,274376.0,3.0,3495.0
AL365,2022-04-24,AL,309.0,274685.0,1.0,3496.0
AL368,2022-05-15,AL,219.0,275485.0,1.0,3497.0
AL375,2022-07-03,AL,2640.0,280851.0,3.0,3500.0
AL376,2022-07-10,AL,4880.0,285731.0,10.0,3510.0
AL377,2022-07-17,AL,6725.0,292456.0,7.0,3517.0
AL378,2022-07-24,AL,8938.0,301394.0,4.0,3521.0
AL379,2022-07-31,AL,7884.0,309278.0,17.0,3538.0
AL380,2022-08-07,AL,6059.0,315337.0,16.0,3554.0
AL381,2022-08-14,AL,4749.0,320086.0,14.0,3568.0
AL382,2022-08-21,AL,3511.0,323597.0,6.0,3574.0
AL383,2022-08-28,AL,3218.0,326815.0,6.0,3580.0
AL384,2022-09-04,AL,1901.0,328716.0,3.0,3583.0
AL385,2022-09-11,AL,980.0,329696.0,1.0,3584.0
AL386,2022-09-18,AL,617.0,330313.0,2.0,3586.0
AL387,2022-09-25,AL,449.0,330762.0,3.0,3589.0
AL390,2022-10-16,AL,155.0,331452.0,2.0,3591.0
AL391,2022-10-23,AL,141.0,331593.0,1.0,3592.0
AL392,2022-10-30,AL,152.0,331745.0,1.0,3593.0
AL394,2022-11-13,AL,98.0,331998.0,1.0,3594.0
AL400,2022-12-25,AL,132.0,332670.0,2.0,3596.0
AL408,2023-02-19,AL,69.0,333390.0,1.0,3597.0
AL409,2023-02-26,AL,93.0,333483.0,1.0,3598.0
AL410,2023-03-05,AL,88.0,333571.0,1.0,3599.0
AL411,2023-03-12,AL,80.0,333651.0,1.0,3600.0
AL412,2023-03-19,AL,65.0,333716.0,1.0,3601.0
AL414,2023-04-02,AL,84.0,333883.0,2.0,3603.0
AL415,2023-04-09,AL,109.0,333992.0,1.0,3604.0
AL456,2024-01-21,AL,66.0,334818.0,1.0,3605.0
DZ501,2020-03-29,DZ,315.0,454.0,30.0,30.0
DZ502,2020-04-05,DZ,797.0,1251.0,100.0,130.0
DZ503,2020-04-12,DZ,574.0,1825.0,146.0,276.0
DZ504,2020-04-19,DZ,709.0,2534.0,92.0,368.0
DZ505,2020-04-26,DZ,722.0,3256.0,48.0,416.0
DZ506,2020-05-03,DZ,1039.0,4295.0,40.0,456.0
DZ507,2020-05-10,DZ,1263.0,5558.0,35.0,491.0
DZ508,2020-05-17,DZ,1263.0,6821.0,48.0,539.0
DZ509,2020-05-24,DZ,1292.0,8113.0,50.0,589.0
DZ510,2020-05-31,DZ,1154.0,9267.0,54.0,643.0
DZ511,2020-06-07,DZ,783.0,10050.0,52.0,695.0
DZ512,2020-06-14,DZ,760.0,10810.0,53.0,748.0
DZ513,2020-06-21,DZ,821.0,11631.0,77.0,825.0
DZ514,2020-06-28,DZ,1337.0,12968.0,55.0,880.0
DZ515,2020-07-05,DZ,2532.0,15500.0,54.0,934.0
DZ516,2020-07-12,DZ,3212.0,18712.0,58.0,992.0
DZ517,2020-07-19,DZ,3837.0,22549.0,64.0,1056.0
DZ518,2020-07-26,DZ,4215.0,26764.0,78.0,1134.0
DZ519,2020-08-02,DZ,4186.0,30950.0,77.0,1211.0
DZ520,2020-08-09,DZ,3743.0,34693.0,70.0,1281.0
DZ521,2020-08-16,DZ,3440.0,38133.0,67.0,1348.0
DZ522,2020-08-23,DZ,2935.0,41068.0,64.0,1412.0
DZ523,2020-08-30,DZ,2714.0,43782.0,77.0,1489.0
DZ524,2020-09-06,DZ,2289.0,46071.0,58.0,1547.0
DZ525,2020-09-13,DZ,1936.0,48007.0,56.0,1603.0
DZ526,2020-09-20,DZ,1616.0,49623.0,60.0,1663.0
DZ527,2020-09-27,DZ,1291.0,50914.0,46.0,1709.0
DZ528,2020-10-04,DZ,1081.0,51995.0,47.0,1756.0
DZ529,2020-10-11,DZ,945.0,52940.0,39.0,1795.0
DZ530,2020-10-18,DZ,1263.0,54203.0,51.0,1846.0
DZ531,2020-10-25,DZ,1427.0,55630.0,51.0,1897.0
DZ532,2020-11-01,DZ,2312.0,57942.0,67.0,1964.0
DZ533,2020-11-08,DZ,3439.0,61381.0,72.0,2036.0
DZ534,2020-11-15,DZ,5438.0,66819.0,103.0,2139.0
DZ535,2020-11-22,DZ,6955.0,73774.0,119.0,2258.0
DZ536,2020-11-29,DZ,7438.0,81212.0,135.0,2393.0
DZ537,2020-12-06,DZ,6290.0,87502.0,108.0,2501.0
DZ538,2020-12-13,DZ,4136.0,91638.0,83.0,2584.0
DZ539,2020-12-20,DZ,3143.0,94781.0,75.0,2659.0
DZ540,2020-12-27,DZ,3076.0,97857.0,63.0,2722.0
DZ541,2021-01-03,DZ,2302.0,100159.0,47.0,2769.0
DZ542,2021-01-10,DZ,1754.0,101913.0,34.0,2803.0
DZ543,2021-01-17,DZ,1698.0,103611.0,28.0,2831.0
DZ544,2021-01-24,DZ,1758.0,105369.0,30.0,2861.0
DZ545,2021-01-31,DZ,1753.0,107122.0,27.0,2888.0
DZ546,2021-02-07,DZ,1730.0,108852.0,23.0,2911.0
DZ547,2021-02-14,DZ,1661.0,110513.0,24.0,2935.0
DZ548,2021-02-21,DZ,1251.0,111764.0,23.0,2958.0
DZ549,2021-02-28,DZ,1196.0,112960.0,21.0,2979.0
DZ550,2021-03-07,DZ,1144.0,114104.0,31.0,3010.0
DZ551,2021-03-14,DZ,1039.0,115143.0,24.0,3034.0
DZ552,2021-03-21,DZ,923.0,116066.0,21.0,3055.0
DZ553,2021-03-28,DZ,684.0,116750.0,22.0,3077.0
DZ554,2021-04-04,DZ,774.0,117524.0,25.0,3102.0
DZ555,2021-04-11,DZ,854.0,118378.0,24.0,3126.0
DZ556,2021-04-18,DZ,1108.0,119486.0,26.0,3152.0
DZ557,2021-04-25,DZ,1250.0,120736.0,46.0,3198.0
DZ558,2021-05-02,DZ,1575.0,122311.0,63.0,3261.0
DZ559,2021-05-09,DZ,1589.0,123900.0,60.0,3321.0
DZ560,2021-05-16,DZ,1294.0,125194.0,45.0,3366.0
DZ561,2021-05-23,DZ,1457.0,126651.0,45.0,3411.0
DZ562,2021-05-30,DZ,1805.0,128456.0,49.0,3460.0
DZ563,2021-06-06,DZ,2225.0,130681.0,50.0,3510.0
DZ564,2021-06-13,DZ,2389.0,133070.0,55.0,3565.0
DZ565,2021-06-20,DZ,2516.0,135586.0,59.0,3624.0
DZ566,2021-06-27,DZ,2527.0,138113.0,61.0,3685.0
DZ567,2021-07-04,DZ,2894.0,141007.0,60.0,3745.0
DZ568,2021-07-11,DZ,4289.0,145296.0,79.0,3824.0
DZ569,2021-07-18,DZ,6914.0,152210.0,98.0,3922.0
DZ570,2021-07-25,DZ,8658.0,160868.0,120.0,4042.0
DZ571,2021-08-01,DZ,10524.0,171392.0,212.0,4254.0
DZ572,2021-08-08,DZ,8964.0,180356.0,266.0,4520.0
DZ573,2021-08-15,DZ,6299.0,186655.0,246.0,4766.0
DZ574,2021-08-22,DZ,4516.0,191171.0,218.0,4984.0
DZ575,2021-08-29,DZ,3500.0,194671.0,195.0,5179.0
DZ576,2021-09-05,DZ,2988.0,197659.0,220.0,5399.0
DZ577,2021-09-12,DZ,2163.0,199822.0,159.0,5558.0
DZ578,2021-09-19,DZ,1402.0,201224.0,112.0,5670.0
DZ579,2021-09-26,DZ,1350.0,202574.0,97.0,5767.0
DZ580,2021-10-03,DZ,1083.0,203657.0,52.0,5819.0
DZ581,2021-10-10,DZ,833.0,204490.0,31.0,5850.0
DZ582,2021-10-17,DZ,709.0,205199.0,20.0,5870.0
DZ583,2021-10-24,DZ,551.0,205750.0,16.0,5886.0
DZ584,2021-10-31,DZ,608.0,206358.0,32.0,5918.0
DZ585,2021-11-07,DZ,721.0,207079.0,23.0,5941.0
DZ586,2021-11-14,DZ,794.0,207873.0,36.0,5977.0
DZ587,2021-11-21,DZ,966.0,208839.0,40.0,6017.0
DZ588,2021-11-28,DZ,1141.0,209980.0,35.0,6052.0
DZ589,2021-12-05,DZ,1317.0,211297.0,44.0,6096.0
DZ590,2021-12-12,DZ,1355.0,212652.0,41.0,6137.0
DZ591,2021-12-19,DZ,1678.0,214330.0,43.0,6180.0
DZ592,2021-12-26,DZ,2046.0,216376.0,49.0,6229.0
DZ593,2022-01-02,DZ,2442.0,218818.0,55.0,6284.0
DZ594,2022-01-09,DZ,2924.0,221742.0,46.0,6330.0
DZ595,2022-01-16,DZ,3742.0,225484.0,74.0,6404.0
DZ596,2022-01-23,DZ,9052.0,234536.0,77.0,6481.0
DZ597,2022-01-30,DZ,14774.0,249310.0,74.0,6555.0
